count,date
276660,2018-07-28
411188,2018-07-29
889129,2018-07-30
757853,2018-07-31
825335,2018-08-01
840145,2018-08-02
593678,2018-08-03
248178,2018-08-04
246618,2018-08-05
859354,2018-08-06
981483,2018-08-07
1020890,2018-08-08
965238,2018-08-09
798421,2018-08-10
225995,2018-08-11
275652,2018-08-12
1076900,2018-08-13
941384,2018-08-14
1065017,2018-08-15
939265,2018-08-16
1101194,2018-08-17
280305,2018-08-18
325304,2018-08-19
1148559,2018-08-20
1078798,2018-08-21
887636,2018-08-22
746982,2018-08-23
991187,2018-08-24
204323,2018-08-25
281384,2018-08-26
1098195,2018-08-27
950746,2018-08-28
921644,2018-08-29
927368,2018-08-30
1090265,2018-08-31
575103,2018-09-01
540884,2018-09-02
884760,2018-09-03
803630,2018-09-04
784573,2018-09-05
835616,2018-09-06
918820,2018-09-07
369893,2018-09-08
358019,2018-09-09
899346,2018-09-10
730922,2018-09-11
828895,2018-09-12
788369,2018-09-13
658759,2018-09-14
356468,2018-09-15
418662,2018-09-16
787679,2018-09-17
633303,2018-09-18
691776,2018-09-19
736509,2018-09-20
699028,2018-09-21
178036,2018-09-22
356405,2018-09-23
231604,2018-09-24
833534,2018-09-25
708218,2018-09-26
618658,2018-09-27
635150,2018-09-28
281023,2018-09-29
128930,2018-09-30
425214,2018-10-01
312328,2018-10-02
262825,2018-10-03
261424,2018-10-04
218749,2018-10-05
149537,2018-10-06
467105,2018-10-07
747642,2018-10-08
665477,2018-10-09
687277,2018-10-10
580781,2018-10-11
233863,2018-10-12
190,2018-10-13
513,2018-10-14
