 ,BETA,BOOK-TO-PRICE,EARNINGS YIELD,GROWTH,LEVERAGE,LIQUIDITY,MOMENTUM,NON-LINEAR SIZE,RESIDUAL VOLATILITY,SIZE
07-07-2010,0.285,-0.0148,0.1215,-0.063,-0.0388,-0.0089,0.1691,-0.0332,0.224,-0.0513
06-07-2010,0.4162,-0.0145,0.0027,0.061,-0.1214,0.0803,0.1024,0.0891,0.244,-0.2187
05-07-2010,-0.2471,0.0925,0.2128,0.0132,-0.0142,-0.1008,-0.0707,0.0346,0.0052,-0.1634
02-07-2010,0.104,0.1258,0.3305,-0.1937,0.155,-0.0849,-0.4955,-0.1839,0.0522,-0.0388
01-07-2010,-0.1324,0.1498,0.023,0.0612,0.1469,-0.1635,0.0267,-0.0256,-0.0678,-0.1444
30-06-2010,-0.4525,0.1562,0.0726,0.0914,-0.2421,-0.0921,0.4638,0.0422,0.0252,0.3835
29-06-2010,-0.6957,-0.0184,0.1158,-0.1179,0.0748,-0.1281,0.2247,-0.2499,-0.2258,0.4391
28-06-2010,-0.1338,-0.0596,0.2684,-0.0901,0.0769,-0.1903,-0.14,-0.0603,-0.1273,0.1463
25-06-2010,-0.0842,0.1005,-0.0587,-0.1057,0.0807,-0.0694,0.0526,-0.2014,-0.1568,0.2749
24-06-2010,0.0581,-0.0905,-0.0723,0.0361,-0.0048,-0.0247,0.1163,0.0007,-0.2865,0.0347
23-06-2010,-0.1529,-0.0526,-0.1065,0.0775,-0.0976,0.0316,-0.0337,0.0601,-0.0166,-0.2244
22-06-2010,0.0369,0.0947,-0.0103,0.0092,-0.0456,-0.0508,-0.0533,-0.0328,0.1598,-0.2348
21-06-2010,0.5175,0.0695,0.0978,0.0406,0.0192,0.0199,-0.1239,0.0826,0.0677,-0.0637
18-06-2010,-0.1918,-0.0265,0.3125,-0.2507,0.2596,-0.0733,-0.2168,-0.3721,-0.2202,0.5345
17-06-2010,0.1374,0.1883,0.1932,-0.1259,0.2387,0.0144,-0.1364,-0.4467,-0.0497,-0.1163
11-06-2010,0.0674,-0.1451,0.1322,-0.0218,0.1643,-0.1883,-0.1104,0.0103,-0.1001,0.0588
10-06-2010,-0.1,-0.1289,-0.181,0.2232,-0.1657,-0.0993,0.09,0.2004,0.0667,-0.1711
09-06-2010,0.6176,0.1006,0.0967,0.0593,0.1216,-0.0694,0.1204,-0.0742,0.0521,0.0163
08-06-2010,0.2117,0.0865,-0.1311,0.2518,-0.0324,-0.0408,0.0748,-0.0136,0.045,-0.2717
07-06-2010,-0.1811,-0.0641,-0.1817,0.2171,-0.2936,-0.2281,-0.0988,0.2477,0.3202,-0.2579
04-06-2010,0.1069,-0.1166,0.0182,-0.0619,-0.1993,0.0398,-0.3919,0.1536,0.096,-0.26
03-06-2010,-0.2792,0.0105,0.1087,0.0273,-0.071,-0.3098,0.2002,-0.0694,0.0244,0.0242
02-06-2010,0.2999,-0.0317,0.0772,-0.0816,-0.1207,0.0219,-0.2228,0.0874,0.2066,-0.3296
01-06-2010,-0.2383,-0.1203,-0.0336,-0.1032,0.0503,0.1232,0.0762,-0.0465,-0.1726,0.3377
31-05-2010,-0.5802,0.0206,0.042,0.0314,-0.0687,-0.1899,0.2109,-0.1144,-0.0813,0.2403
28-05-2010,-0.1501,0.0343,-0.094,0.0294,-0.0208,-0.207,0.3122,-0.0397,0.0156,-0.0454
27-05-2010,0.2116,-0.1748,-0.2572,0.0541,-0.0476,0.1148,0.0599,0.0171,0.0129,0.0227
26-05-2010,0.0506,0.0587,-0.0488,-0.1161,0.0164,-0.0137,-0.0603,-0.105,0.0085,-0.1369
25-05-2010,-0.1447,-0.2306,-0.2038,-0.0614,-0.1048,0.1474,0.0081,0.096,-0.0477,-0.352
24-05-2010,0.5722,0.0093,-0.0275,-0.028,-0.0479,0.0208,-0.167,0.1658,0.4137,-0.3935
21-05-2010,0.4214,-0.0929,0.2009,0.1034,-0.0446,0.0324,-0.0372,0.2089,0.5563,-0.1357
20-05-2010,0.1394,-0.0417,0.2646,-0.0444,0.1281,-0.3959,0.2351,-0.1531,-0.0721,0.4224
19-05-2010,-0.0333,-0.2259,-0.0444,0.0865,-0.1518,0.0224,0.2758,0.2041,0.1365,0.1622
18-05-2010,0.7281,0.3459,0.3777,0.1507,0.1182,-0.14,-0.0051,0.0584,0.6926,0.0222
17-05-2010,-0.8674,-0.401,-0.465,-0.0587,0.158,0.0772,0.2869,-0.2039,-0.239,0.6142
14-05-2010,-0.1952,-0.0311,-0.2144,-0.0778,-0.1375,0.0294,0.2467,0.141,0.2657,-0.1645
13-05-2010,0.2956,0.0591,-0.0033,0.1409,-0.1665,0.0491,0.5687,0.1783,0.2038,0.1982
12-05-2010,0.3601,0.1574,0.486,-0.1765,0.1545,-0.3671,-0.2825,-0.3866,0.0695,0.6197
11-05-2010,-0.0704,-0.1343,0.1265,-0.1068,0.0089,-0.2594,-0.2991,-0.1546,-0.162,0.2518
10-05-2010,0.52,0.1537,0.3626,-0.1623,0.2355,-0.2652,-0.4034,-0.4834,-0.2569,0.4312
07-05-2010,-0.5878,0.0659,-0.1208,0.0742,0.0089,0.3014,-0.2489,-0.0947,0.094,-0.3463
06-05-2010,-0.5751,-0.0772,-0.5322,0.1029,-0.0876,-0.0299,0.1269,0.0252,-0.0437,-0.1785
05-05-2010,0.0078,0.1559,-0.2572,0.2382,-0.1923,0.0682,0.0269,0.3105,0.3104,-0.6888
04-05-2010,-0.1717,-0.0899,-0.5551,0.0705,-0.2824,0.2915,0.1304,0.208,-0.1783,-0.1105
30-04-2010,0.0494,-0.0918,0.2504,0.0012,0.1903,-0.2846,-0.0007,-0.06,0.0117,0.8496
29-04-2010,0.2112,-0.0993,0.09,-0.1299,0.0634,-0.3336,0.0839,-0.3922,-0.5303,0.6406
28-04-2010,-0.0526,0.2281,0.1006,0.1016,-0.0161,-0.1311,-0.1751,-0.1898,0.139,-0.1752
27-04-2010,-0.2957,-0.0049,0.1121,-0.0737,0.134,-0.0013,-0.0864,-0.2199,0.3526,0.1038
26-04-2010,-0.122,0.1391,0.0056,-0.0436,-0.0906,0.1677,-0.1259,0.0721,-0.0759,0.0221
23-04-2010,0.2761,-0.0927,0.0081,0.0075,0.1301,-0.034,0.0711,-0.0963,-0.151,0.133
22-04-2010,-0.0098,-0.2461,-0.2071,0.07,-0.095,0.0539,0.0355,0.1522,0.0565,-0.2461
21-04-2010,0.2595,-0.093,-0.0112,0.037,-0.0343,0.0414,0.3044,0.3152,-0.016,-0.0868
20-04-2010,-0.3974,0.0591,-0.3338,0.2665,-0.1754,0.3034,0.3265,0.3236,-0.3088,-0.1059
19-04-2010,-0.6118,-0.2761,-0.1731,0.1925,-0.1304,-0.1514,0.1182,0.0358,-0.2104,-0.1394
16-04-2010,-0.1445,-0.0391,-0.1345,0.0802,-0.0221,-0.0444,0.1596,0.0633,0.0008,-0.095
15-04-2010,0.0067,0.1531,-0.0295,-0.0387,0.1311,-0.0431,0.074,-0.3191,-0.1273,0.1214
14-04-2010,0.1467,0.0341,-0.0744,0.0844,0.0255,0.1493,0.0987,0.0437,-0.0456,-0.2293
13-04-2010,-0.0985,0.1573,0.3785,0.0091,0.2298,-0.0264,-0.2419,-0.1747,0.1015,0.5328
12-04-2010,-0.128,-0.0655,-0.3675,0.1849,-0.1877,0.0404,0.2419,0.1532,-0.2543,-0.1919
09-04-2010,0.1344,0.006,-0.1129,0.1265,-0.0983,-0.0516,0.2724,0.1276,-0.0986,-0.0023
08-04-2010,-0.2343,0.0846,-0.2012,0.0851,-0.0443,0.028,0.2455,0.1428,-0.0945,-0.108
07-04-2010,-0.1129,-0.179,-0.1786,0.0767,-0.0147,-0.202,0.0015,0.1261,0.0389,-0.1715
06-04-2010,0.0762,-0.2221,-0.3037,0.0667,0.0298,0.0655,0.1238,0.0221,-0.3047,-0.1711
02-04-2010,0.1943,-0.0776,0.134,-0.0379,0.157,-0.1018,-0.0707,-0.0409,0.0793,0.0272
01-04-2010,0.2104,0.0183,0.1699,0.0043,0.0371,-0.1242,-0.0454,-0.0156,0.2137,-0.0055
31-03-2010,-0.0205,-0.1587,-0.0568,0.0682,-0.0184,-0.1164,0.1317,0.1137,0.0017,-0.2104
30-03-2010,0.2449,-0.1864,-0.0527,0.0541,-0.0805,-0.0646,0.0358,0.0183,0.1041,-0.215
29-03-2010,0.3725,-0.1081,0.1539,0.0742,0.1622,-0.0669,-0.0757,-0.1647,0.0289,0.4475
26-03-2010,0.1351,0.094,0.0968,-0.0233,-0.0392,0.1157,-0.0158,0.0173,-0.0499,0.0119
25-03-2010,-0.1719,-0.2162,0.0292,0.1896,0.0681,-0.2915,0.2073,0.1286,-0.2451,-0.0161
24-03-2010,0.0271,-0.1593,-0.0067,0.1361,-0.0585,-0.1784,0.2486,0.1425,-0.2376,-0.0257
23-03-2010,-0.0818,-0.1385,-0.0429,0.0718,-0.0335,-0.1327,0.1578,0.019,0.067,-0.0514
22-03-2010,0.1208,-0.0034,0.0243,-0.0744,-0.0176,-0.0048,0.0214,-0.067,0.0447,-0.1095
19-03-2010,0.3642,-0.0707,-0.0407,-0.0312,0.0871,-0.1118,0.0712,-0.0782,-0.0708,0.096
18-03-2010,0.0697,0.0193,0.03,-0.0427,-0.09,-0.0028,-0.2428,0.0095,0.0762,-0.2001
17-03-2010,0.1723,0.0234,0.0991,0.002,0.0097,0.0861,-0.0167,0.1312,0.1864,-0.153
16-03-2010,0.1411,0.174,-0.0606,-0.0775,0.0221,0.0504,0.0497,-0.1424,-0.0202,-0.1781
15-03-2010,-0.2096,-0.152,-0.1059,0.0751,-0.0577,0.1543,-0.0411,0.0817,-0.1183,-0.1676
12-03-2010,-0.0179,-0.1402,-0.0542,0.0469,-0.0382,-0.1299,0.1351,-0.0458,-0.0425,0.0696
11-03-2010,-0.1618,-0.1914,0.0143,0.0359,0.104,-0.0312,-0.0918,-0.2013,-0.2426,-0.0979
10-03-2010,-0.0346,-0.0434,-0.0338,-0.0361,-0.0051,-0.0268,-0.0156,-0.2663,0.0079,0.0491
09-03-2010,0.2176,0.1026,0.0321,-0.045,0.0874,-0.253,-0.0873,-0.0499,0.1837,-0.0181
08-03-2010,0.0487,0.0457,-0.0026,-0.0307,-0.0055,-0.0318,-0.0593,0.0727,0.0795,-0.2475
05-03-2010,0.0543,-0.0498,-0.0783,-0.0212,-0.0653,-0.0502,-0.0276,0.0795,-0.3019,0.0157
04-03-2010,-0.1456,-0.1757,0.0243,-0.0705,0.066,-0.2244,0.0365,-0.2311,-0.0708,0.3673
03-03-2010,0.1936,0.1182,-0.1247,0.007,-0.0839,0.0862,-0.0379,0.0876,-0.2091,0.0225
02-03-2010,-0.0039,0.0045,-0.0014,-0.0841,-0.0121,-0.0931,-0.1081,0.0534,-0.0761,-0.1723
01-03-2010,0.2177,-0.1028,-0.1427,0.0412,-0.0009,0.1409,-0.0407,-0.1565,-0.13,-0.1514
26-02-2010,-0.1578,0.0762,-0.0118,0.0205,0.0013,-0.0145,-0.1495,-0.0544,0.1525,-0.2856
25-02-2010,0.1597,-0.0437,0.1231,-0.0901,-0.0024,-0.0896,-0.1409,0.133,0.4675,-0.299
24-02-2010,0.1617,-0.1386,0.0077,0.0943,0.0315,-0.3186,0.2232,0.1519,-0.1068,-0.0673
23-02-2010,-0.2489,0.1559,-0.124,0.0334,0.0695,0.377,0.2106,0.0872,-0.0328,-0.4495
22-02-2010,-0.1187,0.0645,-0.052,-0.0468,0.1658,0.2033,0.0374,-0.084,-0.0601,-0.3014
12-02-2010,0.0388,-0.1256,-0.123,0.0867,0.0245,0.0889,0.1408,0.1214,0.1198,-0.0701
11-02-2010,0.0596,-0.0421,0.077,-0.032,0.0707,-0.296,0.1113,-0.0263,-0.0548,0.313
10-02-2010,0.2449,-0.1137,0.0408,0.0761,-0.0727,-0.1377,0.3516,-0.0284,0.0438,0.1213
09-02-2010,0.1859,0.0972,-0.0121,0.0567,-0.0207,-0.134,0.0544,-0.0253,-0.1884,0.1781
08-02-2010,0.1428,-0.112,-0.0808,-0.0368,-0.1557,0.05,-0.1818,0.0147,-0.2663,-0.013
05-02-2010,-0.2648,-0.1294,-0.2454,-0.0746,0.1182,-0.0682,-0.0027,-0.198,-0.5,0.0922
04-02-2010,-0.1696,0.1499,-0.0778,-0.1428,-0.0359,0.2384,-0.2136,0.1408,0.2601,-0.5497
03-02-2010,0.5755,0.0804,0.0791,-0.1029,0.0372,0.1565,-0.2025,-0.2683,0.2661,-0.0512
02-02-2010,0.1457,-0.0113,-0.0965,-0.0154,0.0792,0.0029,-0.0668,-0.1898,0.0333,-0.0363
01-02-2010,-0.4852,0.1908,0.0378,-0.1331,0.0123,0.1065,0.0412,0.056,-0.0223,-0.0661
29-01-2010,-0.1195,0.0323,0.0773,-0.0063,-0.0189,0.1238,0.0437,0.1399,0.1278,-0.3147
28-01-2010,-0.0788,0.1591,0.1151,0.0652,0.0315,0.2438,0.1249,0.1732,-0.1024,-0.0585
27-01-2010,-0.0746,0.0216,0.0893,0.0305,0.038,-0.05,0.123,0.1144,-0.1131,0.0334
26-01-2010,-0.2141,-0.2007,-0.1245,0.0426,-0.0183,-0.1028,0.1361,-0.0959,-0.4634,0.4637
25-01-2010,0.1218,-0.1855,-0.0744,0.0556,0.0888,-0.0519,0.136,-0.252,-0.1571,0.2696
22-01-2010,-0.2474,0.2081,-0.0823,-0.0338,-0.1124,-0.1014,0.0643,-0.2608,-0.3625,0.2844
21-01-2010,-0.2156,-0.0088,0.0498,-0.0749,-0.1797,0.055,-0.2901,-0.0012,-0.1836,-0.2361
20-01-2010,-0.2481,-0.1303,-0.0056,-0.1685,0.1018,-0.0967,-0.0918,-0.1844,-0.0366,0.0646
19-01-2010,0.0249,0.0874,-0.0834,-0.0524,0.0671,0.1559,0.029,-0.0949,0.0662,-0.1494
18-01-2010,0.017,0.0474,0.2031,-0.1443,0.0782,-0.009,-0.0841,0.1517,0.0928,-0.1495
15-01-2010,-0.0172,-0.0811,0.0696,-0.1024,0.0107,-0.0975,0.2154,0.1232,0.0883,-0.0937
14-01-2010,0.0947,0.0943,-0.018,0.0936,-0.1369,-0.0668,0.0672,0.2203,-0.0893,-0.2381
13-01-2010,-0.3687,0.1004,-0.0638,0.0886,-0.1644,-0.0873,0.0706,0.2228,-0.3635,-0.1978
12-01-2010,0.0822,0.1103,0.051,0.1491,0.0345,-0.1857,0.1239,0.1114,-0.2383,0.1061
11-01-2010,0.0198,-0.0003,-0.1251,0.109,-0.1139,0.0439,-0.0811,0.1652,-0.2732,-0.1951
08-01-2010,-0.1143,0.2826,0.07,-0.0827,0.0062,0.1852,-0.0975,0.1766,-0.0499,-0.3624
07-01-2010,-0.0444,-0.2016,-0.0262,-0.0723,0.0712,-0.0385,-0.0602,-0.0177,-0.0486,0.0187
06-01-2010,0.1553,-0.0543,0.129,-0.027,0.1712,-0.1092,-0.0114,0.0548,0.094,-0.0467
05-01-2010,0.3162,-0.0427,-0.2132,0.2136,-0.0323,0.1431,-0.0447,0.1481,-0.2631,-0.2359
04-01-2010,-0.0179,-0.0026,-0.084,0.1345,-0.0829,0.0515,-0.074,0.278,0.0995,-0.4075
31-12-2009,-0.0457,0.0267,-0.0872,0.0482,-0.0595,0.1299,0.1262,0.0041,-0.2128,-0.0681
30-12-2009,0.0227,0.002,-0.0262,-0.1257,0.0794,0.0089,-0.0796,-0.2527,-0.0829,0.4648
29-12-2009,0.1295,-0.1041,0.0123,0.0914,-0.0017,-0.1573,-0.0179,0.0386,-0.1592,-0.0964
28-12-2009,0.0806,0.0503,0.0367,0.0659,0.0723,0.0842,-0.0841,0.0395,0.0392,-0.2357
25-12-2009,-0.1112,0.2117,0.0787,-0.0816,0.0933,-0.096,0.0528,0.0593,0.2821,-0.2159
24-12-2009,0.4905,-0.0419,0.0317,0.0489,-0.058,0.0055,0.3484,0.0291,0.1551,0.065
23-12-2009,0.1413,0.0339,-0.0212,0.0771,-0.151,-0.0016,0.0929,0.1607,-0.1407,-0.0826
22-12-2009,-0.5553,0.0777,0.0717,0.0128,-0.0053,-0.2712,0.0908,-0.0454,-0.0498,0.2153
21-12-2009,0.0923,0.041,-0.0543,-0.0198,-0.1107,-0.0609,0.0237,0.1401,-0.0869,-0.1977
18-12-2009,-0.308,-0.0731,-0.1154,-0.0655,-0.1306,-0.0696,0.007,-0.1226,-0.5834,0.4385
17-12-2009,-0.3292,-0.0831,0.0526,0.0492,0.0452,0.1044,-0.0862,-0.162,-0.061,0.0863
16-12-2009,-0.0166,0.0808,0.1294,0.0061,0.0293,0.1072,0.1095,-0.0607,-0.1538,-0.126
15-12-2009,0.0506,0.036,-0.0492,0.1049,-0.0486,0.0257,0.0608,0.0174,-0.11,-0.3041
14-12-2009,0.0631,0.0255,-0.0446,0.1482,0.0377,-0.1558,-0.126,-0.1976,-0.0142,0.4131
11-12-2009,-0.0327,0.0298,-0.0397,0.1106,-0.0031,-0.0893,0.1206,-0.0292,0.0178,-0.0228
10-12-2009,0.0518,0.0512,-0.0314,-0.0494,-0.0517,0.0126,0.0735,0.017,-0.1906,-0.1004
09-12-2009,-0.2626,-0.0353,0.0607,-0.1177,-0.0368,-0.0213,0.2003,-0.0709,0.1056,-0.0682
08-12-2009,0.0524,-0.0327,0.0134,-0.0365,0.0264,-0.2246,0.1353,-0.0564,-0.0537,-0.2902
07-12-2009,0.2144,0.1713,0.0393,0.055,-0.0212,-0.0942,-0.1424,0.0575,0.0754,-0.3596
04-12-2009,-0.0706,0.2327,0.0646,0.0175,0.2113,-0.1438,0.2528,-0.6183,-0.2562,0.7815
03-12-2009,0.407,0.0816,0.0344,0.0625,-0.0997,-0.1016,-0.0837,0.052,-0.1753,-0.2565
02-12-2009,0.2888,-0.0763,-0.2254,-0.0006,-0.1041,0.0419,0.0647,-0.0591,0.0249,-0.1025
01-12-2009,0.1598,0.2253,0.2704,-0.0213,-0.016,-0.053,-0.1324,0.1104,0.0924,-0.4941
30-11-2009,0.4843,0.1171,0.1117,0.2295,-0.1402,0.0593,0.0521,0.1329,-0.0154,-0.052
27-11-2009,-0.3423,-0.1868,0.0662,0.2247,-0.2073,-0.1001,0.1564,0.1119,-0.5255,0.1846
26-11-2009,0.0064,-0.2082,-0.2472,-0.0698,-0.0235,-0.071,-0.1329,-0.3221,-0.0176,0.1085
25-11-2009,0.3041,0.3344,-0.0332,0.0561,0.0355,0.0058,0.01,0.2574,-0.1257,-0.3854
24-11-2009,-0.2749,0.0139,0.0628,-0.117,0.172,-0.4025,0.135,-0.3102,0.1924,0.5762
23-11-2009,0.037,-0.018,0.0307,-0.0627,-0.1483,0.0704,0.0467,0.1508,-0.1481,-0.1943
20-11-2009,-0.0632,0.0912,0.0381,-0.1826,0.0605,-0.1736,-0.0203,0.1298,0.1558,-0.4185
19-11-2009,0.0341,0.0899,-0.0806,-0.0249,-0.0337,0.0941,-0.1557,0.1423,-0.2605,-0.3694
18-11-2009,0.003,0.1454,-0.0359,-0.0238,-0.1187,0.0348,-0.0364,-0.0121,-0.1865,-0.2167
17-11-2009,-0.0323,0.1187,-0.0331,-0.0139,0.0103,0.0612,-0.0348,0.0511,0.0451,-0.2218
16-11-2009,0.5493,-0.0359,0.1591,0.1122,0.0354,-0.0501,0.2449,-0.0731,-0.1751,0.1915
13-11-2009,0.0106,0.031,-0.1537,0.1478,0.0056,0.0371,0.0752,0.1944,-0.4045,-0.1186
12-11-2009,-0.1395,0.0349,0.041,-0.0273,0.114,-0.1161,0.1158,-0.046,-0.1648,-0.0545
11-11-2009,-0.0613,0.1053,-0.053,-0.0286,-0.1134,-0.0349,-0.1145,0.0103,-0.0052,-0.1622
10-11-2009,-0.1177,-0.0642,0.1203,0.092,0.0653,-0.0795,-0.07,0.0015,0.1508,-0.0029
09-11-2009,0.0723,-0.082,-0.036,-0.1005,0.0682,-0.0982,-0.068,0.0263,0.0444,-0.1684
06-11-2009,0.2176,-0.0651,0.0604,-0.1036,-0.028,-0.1479,-0.0516,-0.0963,0.0354,0.1672
05-11-2009,0.0339,0.1416,-0.1479,0.0984,-0.0079,-0.0886,-0.058,0.0969,-0.2093,-0.1769
04-11-2009,0.0255,-0.0579,-0.0262,0.0361,0.0118,0.0209,-0.3246,0.0913,0.1101,-0.1659
03-11-2009,0.167,0.1662,-0.009,-0.0915,0.0528,-0.0082,-0.1032,0.2604,0.131,-0.4532
02-11-2009,0.2268,0.1304,0.0871,0.0831,0.0721,0.0278,0.0556,0.1148,0.0766,-0.0223
30-10-2009,-0.0239,0.0625,0.0931,-0.0088,-0.0162,0.0005,0.0252,-0.0071,-0.0378,-0.035
29-10-2009,-0.5962,-0.1263,0.1132,0.0619,-0.0861,-0.0144,-0.0132,0.0232,-0.3093,0.045
28-10-2009,0.2657,-0.2539,-0.0625,0.0211,-0.0957,0.0717,0.1686,0.1997,-0.4729,-0.0586
27-10-2009,-0.6438,0.0628,0.045,-0.0388,-0.1048,0.0718,0.0698,-0.0385,0.1422,0.0356
26-10-2009,0.0583,0.023,0.019,0.0956,-0.0463,-0.1112,-0.0332,-0.033,0.1572,-0.0741
23-10-2009,0.4575,-0.0653,-0.0723,0.0113,-0.0063,-0.1691,0.0772,0.0822,-0.1363,0.1331
22-10-2009,0.0775,-0.097,-0.0896,0.0147,-0.0978,0.0839,-0.1602,0.1348,-0.0556,-0.3216
21-10-2009,0.1266,-0.0089,0.0414,-0.1703,0.1134,-0.213,0.0517,0.1061,-0.109,0.0392
20-10-2009,0.095,-0.0026,0.0056,-0.0802,-0.1808,0.0984,-0.1033,-0.012,-0.0108,-0.0939
19-10-2009,0.5905,0.0199,-0.0556,0.0474,0.1161,-0.0299,0.1453,-0.0498,0.1356,0.0468
16-10-2009,-0.0699,-0.0778,0.0976,-0.0325,0.0038,0.1263,0.0399,-0.0728,0.2801,-0.2077
15-10-2009,0.2065,0.1185,0.1001,-0.0017,0.0937,-0.2172,-0.0372,0.0619,0.1828,-0.2747
14-10-2009,0.2943,0.1394,-0.016,-0.0579,0.0782,0.0413,-0.0713,-0.1335,0.353,-0.1397
13-10-2009,0.3067,0.1535,0.0859,-0.0182,0.1011,-0.0102,0.0923,0.0502,0.098,-0.2836
12-10-2009,-0.0801,0.0453,0.1041,-0.0858,-0.0493,-0.0104,-0.0169,0.0832,0.1835,-0.409
09-10-2009,0.8394,0.0709,-0.0968,0.1632,-0.154,0.299,-0.042,0.1087,0.5058,-0.159
30-09-2009,0.1234,-0.1708,0.0382,0.1272,0.1267,-0.1141,0.0438,0.0453,0.0962,0.0504
29-09-2009,0.169,-0.2057,-0.0219,0.1337,0.042,-0.1149,0.1321,-0.1248,-0.3308,0.7395
28-09-2009,-0.6671,-0.2388,0.077,-0.0313,0.0506,-0.2052,-0.0736,0.1061,-0.314,0.3352
25-09-2009,-0.3009,-0.058,-0.0548,-0.0405,-0.0156,-0.204,0.144,-0.0479,-0.5029,0.2252
24-09-2009,0.1511,0.032,-0.0359,-0.0992,0.1292,-0.0118,0.1778,0.035,-0.0385,-0.0901
23-09-2009,-0.344,-0.0276,0.0679,-0.0368,-0.0343,-0.33,0.0719,-0.3789,-0.4906,0.2466
22-09-2009,-0.6152,-0.2821,0.1293,0.152,-0.0523,-0.1889,0.1532,-0.1091,-0.2426,0.1918
21-09-2009,0.1811,-0.0143,-0.0106,0.1342,-0.2908,-0.1124,0.2842,0.1231,-0.3552,-0.0021
18-09-2009,-0.5394,-0.1225,-0.0219,-0.0247,0.0888,-0.1309,0.045,0.0004,-0.2376,-0.0863
17-09-2009,0.3,0.0457,-0.0057,0.0834,-0.0547,-0.1373,-0.1581,0.0446,-0.334,-0.017
16-09-2009,0.0154,-0.1074,-0.253,-0.0251,-0.2656,0.1491,-0.0919,0.0836,-0.1034,-0.3267
15-09-2009,0.2986,0.1365,-0.1943,0.0618,0.0443,-0.2119,-0.0675,0.016,0.3431,-0.3285
14-09-2009,0.314,0.0301,-0.0125,-0.0338,-0.1029,0.0803,0.0504,0.2062,-0.0835,-0.1051
11-09-2009,0.0895,0.1167,0.053,-0.026,0.0147,0.2254,0.0028,0.0257,0.142,-0.1747
10-09-2009,-0.1311,0.0427,-0.1373,-0.1157,0.0231,-0.2058,0.1243,0.0057,-0.0905,0.0562
09-09-2009,0.399,-0.0592,0.108,-0.1046,0.1081,-0.1723,0.1862,0.0697,0.2606,0.0373
08-09-2009,0.4195,-0.0372,0.0488,0.0656,-0.0267,0.0179,-0.0233,-0.0318,0.5118,0.1274
07-09-2009,-0.1272,0.0876,-0.0622,0.107,-0.2163,0.1812,-0.2534,0.1058,0.5061,-0.2398
04-09-2009,0.1221,-0.1831,-0.1119,0.0488,0.0043,0.1464,-0.0171,0.1873,0.2957,-0.2543
03-09-2009,0.7402,0.0401,0.0969,0.1125,0.0958,0.0246,0.2681,0.1208,0.4497,0.1623
02-09-2009,0.4911,-0.1326,0.0983,0.1149,-0.0968,-0.1834,0.0532,-0.1174,-0.0943,0.0877
01-09-2009,0.2208,0.2663,0.1946,0.1765,-0.0263,-0.414,-0.1655,-0.4943,-0.4945,0.4119
31-08-2009,-1.119,-0.1476,-0.1759,-0.1783,-0.1195,0.1106,-0.43,-0.2535,-0.1183,-0.0053
28-08-2009,-0.4419,-0.334,-0.0818,-0.1847,-0.2415,0.0175,-0.2838,-0.0678,-0.2153,-0.0718
27-08-2009,0.155,0.1438,-0.0303,-0.1101,-0.073,-0.1624,0.0155,0.0048,-0.2752,-0.4057
26-08-2009,0.5556,0.1315,-0.0761,0.0733,-0.1571,-0.1895,0.0268,-0.0483,-0.2359,-0.0072
25-08-2009,-0.4041,-0.0978,-0.0898,-0.0837,-0.2375,-0.0852,-0.2412,0.2487,0.1075,-0.2696
24-08-2009,0.282,-0.1326,-0.1376,0.2538,-0.1779,-0.2124,0.1617,0.1639,0.2853,-0.3227
21-08-2009,0.3651,0.154,-0.0177,0.0169,-0.0868,-0.0318,0.0879,0.0203,0.432,-0.386
20-08-2009,0.7567,0.1059,-0.0265,0.1075,-0.0907,-0.0116,0.0184,0.0184,0.2329,0.0595
19-08-2009,-1.3755,-0.3131,0.1029,-0.0787,0.1392,-0.0587,-0.0545,0.0625,-0.186,0.0808
18-08-2009,0.7905,0.1637,0.1306,0.0458,0.0621,-0.0883,-0.4645,0.111,-0.0242,0.0392
17-08-2009,-0.9149,-0.2301,-0.0325,-0.165,0.0751,-0.0832,-0.1322,-0.1495,-0.339,0.2371
14-08-2009,-0.2539,-0.4642,-0.1112,-0.0505,0.0999,-0.1517,0.5214,-0.0661,-0.0726,0.5777
13-08-2009,0.7364,-0.1544,-0.0818,0.1362,0.1176,-0.1131,0.2613,-0.1064,-0.0857,0.2068
12-08-2009,-0.4536,-0.1081,0.1912,-0.0536,0.1572,-0.2248,0.5216,0.1058,-0.0171,0.0427
11-08-2009,-0.1618,0.0082,0.0036,0.0594,0.0275,-0.1421,0.339,0.0065,-0.1628,0.0051
10-08-2009,0.2423,-0.0648,-0.0672,0.0595,-0.1318,-0.0721,-0.2291,0.0958,-0.2918,-0.1103
07-08-2009,-0.7518,-0.144,0.236,-0.1437,0.017,-0.0574,0.4139,-0.0645,-0.5908,-0.224
06-08-2009,-0.3568,-0.0667,0.0444,0.184,0.0855,0.0225,0.1473,0.0233,-0.0117,-0.1871
05-08-2009,-0.1779,-0.1721,-0.1311,0.1023,-0.3019,0.1243,-0.3808,-0.1054,-0.1801,-0.1571
04-08-2009,0.6642,-0.0575,-0.1487,0.1759,-0.1053,-0.2386,-0.3047,0.088,-0.0642,0.1868
03-08-2009,0.5233,0.2166,0.0659,-0.0191,0.1645,-0.0759,-0.6387,0.1319,-0.0456,0.0229
31-07-2009,0.6242,-0.0804,-0.0578,0.0017,0.045,0.0061,-0.1718,0.0465,0.0802,0.1181
