 ,BETA,BOOK-TO-PRICE,EARNINGS YIELD,GROWTH,LEVERAGE,LIQUIDITY,MOMENTUM,NON-LINEAR SIZE,RESIDUAL VOLATILITY,SIZE
17-03-2014,0.5551,0.1793,0.1016,0.0379,-0.0288,0.0909,0.2983,-0.0301,0.3651,-0.2925
14-03-2014,-0.1837,0.0429,-0.0437,0.0277,-0.0299,-0.155,0.1051,0,0.068,-0.1724
13-03-2014,0.2968,0.1352,0.0181,0.107,-0.0538,-0.2415,0.2222,-0.0233,0.335,-0.0084
12-03-2014,0.1943,-0.2754,0.305,-0.0136,0.075,-0.2878,-0.2102,-0.1514,-0.0721,0.0558
11-03-2014,0.0014,-0.09,0.3773,-0.0984,-0.0404,-0.1514,-0.3126,-0.1406,-0.0723,0.0541
10-03-2014,-0.7514,-0.3567,0.0061,-0.0461,-0.1756,-0.3974,0.2063,-0.1392,-0.5583,0.261
07-03-2014,-0.2123,-0.0408,-0.0671,0.0118,-0.1137,-0.0507,0.1139,-0.1759,0.0214,0.0317
06-03-2014,0.0967,0.1825,0.309,-0.0604,-0.0262,-0.1168,0.09,-0.0131,0.2273,-0.2297
05-03-2014,0.1071,0.1794,0.0267,0.0994,0.0102,-0.04,-0.0276,0.0249,0.2429,-0.3002
04-03-2014,0.0468,-0.1156,-0.1195,-0.0633,0.1484,0.1017,-0.0432,0.0727,-0.1043,-0.2197
03-03-2014,0.3253,-0.0448,-0.0096,-0.1189,-0.0881,0.0386,0.1307,0.1586,0.0187,-0.212
28-02-2014,0.2502,-0.2498,0.0069,-0.0107,-0.0661,-0.0093,0.0268,-0.0187,-0.3411,0.0963
27-02-2014,-0.4715,0.0099,-0.1275,-0.1506,0.0707,-0.0152,-0.2433,0.0076,-0.6285,0.2081
26-02-2014,-0.1568,-0.165,0.0094,0.1173,0.056,0.0821,-0.4348,0.1227,-0.0146,-0.1478
25-02-2014,-0.6831,-0.0442,-0.029,-0.121,0.2394,-0.1465,-0.1946,-0.0932,-0.5165,0.3138
24-02-2014,-0.0664,0.1691,-0.2462,0.1431,-0.2062,0.2352,0.4214,0.0591,0.0878,-0.8545
21-02-2014,-0.0079,-0.1207,-0.0864,0.0096,-0.09,0.1316,0.1227,0.0325,-0.0669,-0.2143
20-02-2014,-0.4058,0.0967,0.0112,-0.0309,0.0456,-0.2133,-0.0228,-0.0476,-0.1705,0.2098
19-02-2014,-0.1125,0.0183,0.1538,-0.0646,0.0828,-0.1585,-0.3205,-0.0697,0.1215,0.0859
18-02-2014,-0.0873,-0.0452,-0.1134,-0.1219,0.0938,0.0356,-0.0469,0.0834,0.0559,-0.2466
17-02-2014,0.2532,0.1323,-0.0292,0.0311,-0.0374,0.0204,-0.0512,0.2144,0.3743,-0.348
14-02-2014,0.28,0.1928,0.0949,0.0863,-0.1961,-0.117,0.0872,0.0287,0.3314,-0.3596
13-02-2014,-0.2424,-0.3343,-0.0012,-0.0341,0.1064,-0.3794,-0.2782,0.0031,-0.3579,0.255
12-02-2014,0.2498,-0.0661,0.133,-0.0275,-0.1722,0.0052,-0.1135,0.0509,0.0612,-0.4091
11-02-2014,0.0688,0.0618,0.1181,0.0137,-0.0035,-0.0147,-0.4366,0.0472,0.1796,-0.2438
10-02-2014,0.3766,-0.2188,0.0158,0.0044,-0.0223,0.0614,-0.117,0.1279,-0.059,0.0684
07-02-2014,0.2812,-0.0436,-0.131,-0.0299,-0.1059,0.2982,-0.0118,0.1761,0.0135,-0.2761
30-01-2014,-0.2636,-0.0649,-0.1606,-0.0955,0.0006,-0.206,0.2009,0.149,-0.0841,-0.1422
29-01-2014,0.127,0.1127,0.0173,-0.0091,-0.1383,0.1093,0.2202,0.0112,0.107,-0.302
28-01-2014,-0.0019,-0.0176,-0.0392,-0.0464,0.0071,0.0213,-0.0165,0.0106,-0.2483,0.049
27-01-2014,-0.0743,-0.0581,-0.0168,0.0213,0.0183,0.0282,0.1456,0.2264,-0.1111,-0.3206
24-01-2014,0.2237,-0.126,-0.0148,0.0794,0.0212,-0.1071,0.0057,0.2218,-0.0378,-0.1032
23-01-2014,0.1845,0.0334,0.0367,0.0321,0.0197,-0.197,0.1806,0.0327,0.5864,-0.2753
22-01-2014,0.4524,0.0626,0.0881,0.0225,0.0466,-0.1253,-0.0029,0.0345,0.1815,0.2323
21-01-2014,0.3564,0.2197,0.1168,-0.0235,-0.0959,0.1355,-0.0649,-0.0455,0.3572,-0.2157
20-01-2014,-0.129,0.1381,-0.0538,0.0084,0.0006,0.2878,-0.2231,0.0515,-0.275,-0.1153
17-01-2014,-0.1324,0.0503,0.0033,0.0661,0.0147,-0.0703,0.1233,-0.1372,0.0595,-0.2891
16-01-2014,0.0758,-0.1357,0.1397,-0.0342,0.1176,-0.1266,-0.0795,0.0476,-0.0553,-0.1014
15-01-2014,0.1762,-0.0146,-0.1039,0.1158,-0.0287,0.0011,0.1585,-0.1068,0.1725,-0.1537
14-01-2014,0.4284,0.1723,0.1454,0.0403,-0.1214,-0.018,0.1322,0.0072,0.2551,-0.4078
13-01-2014,0.0156,0.1742,0.0446,0.1293,-0.1886,-0.2237,-0.1308,-0.1385,0.3039,-0.1667
10-01-2014,-0.2247,0.1536,0.0996,-0.0392,-0.0095,0.005,0.0822,-0.0164,0.1243,0.1287
09-01-2014,-0.2445,-0.0481,0.0138,-0.0788,0.0991,0.0751,0.1165,0.0701,-0.0067,0.2193
08-01-2014,0.1441,0.1669,-0.1024,0.1224,-0.164,0.0499,0.2474,-0.076,0.6136,-0.2016
07-01-2014,0.1787,0.0729,-0.0884,0.0715,-0.0692,0.0754,0.06,-0.0521,0.3329,-0.1536
06-01-2014,-0.5265,-0.2878,-0.0784,0.089,-0.0844,-0.2238,0.0846,0.1115,-0.3409,0.1171
03-01-2014,0.0004,-0.1186,-0.1656,0.1086,0.0208,-0.17,-0.0983,-0.1334,0.4425,-0.1444
02-01-2014,0.0385,-0.0586,-0.0364,0.1888,-0.0606,-0.015,-0.1556,-0.1433,0.4436,-0.3582
31-12-2013,-0.0473,-0.1456,-0.0169,0.042,0.1302,-0.0984,-0.1088,-0.0141,-0.195,0.3956
30-12-2013,0.1148,0.052,-0.0109,0.1088,-0.1024,0.038,0.1429,-0.0601,-0.0396,-0.316
27-12-2013,0.4501,0.1385,0.1304,0.1254,-0.0646,0.0047,0.0806,-0.1686,0.0432,-0.1348
26-12-2013,-0.3475,-0.112,-0.1833,0.0671,-0.004,-0.2337,0.139,0.0043,-0.1444,0.07
25-12-2013,0.3362,0.1486,0.1259,0.0503,-0.167,-0.0431,0.4094,-0.0792,0.4175,-0.3713
24-12-2013,0.1867,0.0126,0.0823,0.0815,-0.1018,-0.1361,0.3048,-0.0498,0.2086,-0.2363
23-12-2013,-0.1751,-0.1113,0.1404,0.0255,-0.0579,-0.1089,0.2988,0.1507,-0.4704,0.2613
20-12-2013,-0.1058,0.0941,-0.1757,0.0128,-0.0301,0.1388,0.2953,0.0713,0.1003,-0.2493
19-12-2013,-0.0491,-0.0434,0.0018,0.1186,-0.0997,-0.1791,0.0707,0.0455,-0.0428,-0.0558
18-12-2013,0.1003,-0.083,0.0511,0.0436,-0.0312,-0.0962,-0.0253,0.0062,-0.2985,-0.0113
17-12-2013,-0.131,-0.0548,-0.1,-0.0222,0.0593,-0.0785,-0.1115,-0.074,-0.2015,0.0578
16-12-2013,-0.2807,-0.0122,-0.0167,0.0536,0.0355,-0.1863,0.1945,-0.0411,0.1106,-0.189
13-12-2013,0.1058,0.077,0.0454,0.0403,-0.1163,-0.0935,0.1949,-0.0268,0.0442,-0.2767
12-12-2013,0.1381,0.1163,-0.0696,0.0679,-0.0735,-0.2403,0.1337,-0.0789,0.383,-0.1527
11-12-2013,-0.2157,-0.1035,-0.0434,0.0876,-0.0086,-0.0248,0.0443,0.0352,0.2285,-0.1524
10-12-2013,0.0889,-0.0669,0.0311,0.0098,-0.0142,-0.171,0.0423,0.0203,-0.1281,0.0387
09-12-2013,0.3862,0.1374,0.1526,0.0695,-0.1889,-0.0545,0.2121,-0.052,0.3587,-0.3684
06-12-2013,-0.1254,-0.0473,0.0539,-0.0626,0.0102,0.0308,-0.1403,-0.065,0.0503,-0.1302
05-12-2013,-0.1013,-0.0934,0.0888,-0.111,-0.0141,0.0933,-0.2006,0.0304,-0.637,-0.0492
04-12-2013,0.3524,0.0407,0.0933,-0.1075,0.0267,-0.0019,-0.1105,0.0695,-0.2408,0.2341
03-12-2013,0.0938,-0.128,0.1066,0.0905,-0.0267,0.01,0.0603,0.4661,-0.5886,0.1938
02-12-2013,-0.708,-0.2232,0.1322,-0.1744,0.2413,0.012,0.1771,0.1657,-1.5041,1.2706
29-11-2013,0.2024,0.1751,-0.1016,0.0782,-0.1145,-0.1463,0.1421,-0.0343,0.2773,-0.3283
28-11-2013,0.1049,-0.1273,0.1619,0.1131,-0.0593,-0.1562,-0.0195,-0.045,0.0073,0.1817
27-11-2013,0.2469,0.0595,-0.1258,0.0445,-0.0577,0.0534,0.0912,-0.0234,0.1388,0.01
26-11-2013,0.2246,0.0441,0.1237,0.0424,-0.0852,-0.2021,0.0653,-0.0633,0.1067,-0.2645
25-11-2013,0.0386,0.043,0.1368,0.0382,-0.1361,-0.12,0.0815,-0.0294,-0.0166,-0.2068
22-11-2013,-0.3113,-0.0977,0.0761,-0.0679,-0.0078,-0.0661,-0.118,0.0501,-0.0357,-0.0697
21-11-2013,-0.1623,0.1584,-0.2436,-0.0137,0.1027,0.0749,-0.0319,0.09,0.1175,-0.0404
20-11-2013,0.0693,0.0302,-0.0811,-0.0889,0.0104,0.1999,-0.0893,0.1183,-0.1399,-0.0758
19-11-2013,-0.0575,0.0926,-0.0363,0.0575,0.0385,0.0719,-0.111,-0.0091,0.2246,-0.3277
18-11-2013,0.6167,0.2423,0.0913,-0.1067,0.0114,-0.0126,0.056,0.0633,0.3666,0.0395
15-11-2013,0.5254,0.1119,0.0373,-0.0553,-0.088,-0.0796,0.2175,0.0142,0.1031,-0.0447
14-11-2013,0.3432,0.2099,-0.0906,0.1648,-0.1703,-0.0469,0.1497,-0.1982,0.1751,-0.1082
13-11-2013,-0.1063,-0.0725,-0.1028,0.0654,-0.0719,-0.271,-0.0496,-0.1431,-0.0539,0.1313
12-11-2013,0.2372,0.1814,0.12,0.0199,-0.0494,-0.0599,-0.0001,-0.1764,0.2139,-0.1811
11-11-2013,0.0101,-0.0111,0.0856,0.1978,-0.1672,-0.3258,-0.0433,-0.0972,-0.0959,-0.1914
08-11-2013,-0.146,0.0257,-0.0824,-0.077,0.0451,-0.0641,0.0041,-0.1945,0.1208,0.0101
07-11-2013,-0.2384,0.051,0.1055,-0.1025,0.0459,0.1305,-0.1094,-0.1322,-0.1033,0.0248
06-11-2013,-0.3221,-0.1176,-0.0407,-0.0248,0.0132,-0.058,-0.1428,0.0417,-0.1465,-0.2449
05-11-2013,0.2539,0.162,-0.0795,-0.1015,-0.0993,0.1748,0.0307,0.0326,0.6538,-0.2625
04-11-2013,0.0712,-0.0771,-0.0515,0.0196,-0.0342,0.1965,-0.0183,-0.0071,-0.0825,-0.2237
01-11-2013,0.1569,-0.1265,0.0502,0.051,0.0443,-0.2364,0.0385,-0.1425,-0.2871,0.243
31-10-2013,-0.168,-0.2906,0.1343,-0.0376,0.03,-0.3076,-0.1711,-0.1446,-0.8152,-0.0923
30-10-2013,0.1598,0.1102,0.1963,-0.0964,0.0238,-0.0342,0,-0.0286,-0.0114,-0.1095
29-10-2013,-0.2448,-0.0444,0.0708,0.0418,0.1671,-0.2074,0.3818,-0.1785,0.0013,0.6797
28-10-2013,0.029,0.2358,-0.1521,0.0996,0.1192,-0.0293,0.533,-0.1528,-0.1163,0.0067
25-10-2013,-0.2812,-0.0541,0.0848,0.1247,0.0206,0.0723,-0.0288,0.1854,-0.5168,-0.2132
24-10-2013,-0.1234,0.0525,0.2231,0.0171,-0.039,0.0529,0.2003,-0.0807,-0.2828,-0.0465
23-10-2013,-0.171,-0.3484,0.0557,0.0893,-0.0906,-0.2289,-0.1086,-0.0116,-0.4368,0.2352
22-10-2013,-0.2141,-0.244,-0.0673,0.0978,0.0585,-0.0716,-0.4402,0.1686,-0.5451,-0.0451
21-10-2013,0.2279,0.1503,0.0431,-0.0404,-0.1934,0.1202,0.0692,0.0561,0.5334,-0.0641
18-10-2013,-0.0037,0.0551,0.017,-0.0838,-0.0635,0.1409,0.1038,-0.1365,0.1175,-0.0368
17-10-2013,0.2097,-0.0933,-0.1999,0.0578,-0.1152,-0.1213,-0.0472,0.0234,-0.5448,-0.0299
16-10-2013,-0.5532,-0.4236,0.0942,0.0489,0.0633,-0.157,-0.0949,-0.0004,-0.7537,0.2221
15-10-2013,-0.0854,-0.1655,0.0534,-0.0198,0.0254,0.0825,-0.1006,0.1319,-0.1911,-0.0116
14-10-2013,0.0606,0.1779,0.0707,-0.0461,-0.2492,0.0125,-0.0726,0.0969,0.0353,-0.0755
11-10-2013,0.1847,0.1195,0.0832,-0.2394,0.0347,0.031,0.0006,0.1365,-0.0348,0.0376
10-10-2013,-0.1571,-0.2158,-0.0375,0.0254,0.1059,0.0134,0.0297,0.0656,-0.6517,0.1476
09-10-2013,0.1649,0.1717,-0.0403,-0.0327,0.0883,0.1818,0.2481,0.0381,0.4135,-0.4428
08-10-2013,0.1614,0.1251,-0.0199,0.0893,0.1228,0.1655,0.1117,0.0034,-0.0477,-0.0147
30-09-2013,-0.0354,0.1856,0.0594,-0.1257,-0.0403,0.1977,0.0943,-0.0441,0.4928,-0.2014
27-09-2013,0.1333,0.1062,-0.0801,0.1292,0.1649,-0.2526,0.4208,0.0422,-0.2139,0.0182
26-09-2013,-0.1005,-0.3077,-0.0448,0.1911,-0.0461,-0.2845,0.2524,-0.0869,-0.4891,0.0575
25-09-2013,-0.1909,-0.0534,0.0935,-0.0259,-0.0701,-0.0067,-0.303,0.0203,-0.1602,0.0424
24-09-2013,-0.0418,0.1179,-0.2256,-0.1349,-0.2493,0.1004,0.0288,0.0024,0.37,-0.0067
23-09-2013,0.2351,0.3047,-0.1126,-0.0615,-0.2115,0.0698,-0.0767,-0.1996,0.6199,0.136
18-09-2013,0.0858,0.2357,-0.0126,-0.1071,-0.1263,0.0395,0.0013,-0.0402,0.2566,-0.1651
17-09-2013,-0.1619,-0.2397,-0.1322,0.1067,0.1169,-0.1625,0.4416,-0.0217,-0.2009,-0.1115
16-09-2013,-0.1843,0.0877,-0.1068,0.016,-0.082,-0.0466,0.1413,-0.0541,0.5025,-0.233
13-09-2013,0.0043,-0.2247,0.1936,0.032,-0.112,-0.0974,0.3984,-0.1309,0.3103,-0.2095
12-09-2013,-0.0041,0.1387,0.0619,-0.0968,-0.061,0.0664,0.0295,-0.0645,-0.2288,-0.0448
11-09-2013,0.0521,0.055,0.0108,-0.2033,0.355,-0.3337,-0.524,-0.0396,-0.5452,0.7083
10-09-2013,-0.007,0.4176,-0.205,-0.2677,0.1224,0.2438,-0.4694,0.0817,-0.1553,0.335
09-09-2013,0.2563,0.1914,0.0146,-0.0394,0.0735,0.0436,-0.3274,-0.1206,-0.1588,0.367
06-09-2013,-0.0013,0.1774,-0.2788,0.0342,-0.2198,0.0765,-0.2975,0.0265,0.2522,0.0657
05-09-2013,0.0251,0.1864,-0.0628,-0.0185,-0.1502,-0.0125,0.2778,-0.134,0.4305,-0.1952
04-09-2013,-0.138,0.0534,-0.1495,-0.0323,0.0108,-0.1303,-0.2777,0.1447,0.3512,0.0073
03-09-2013,0.2592,0.1084,0.1094,0.0237,0.0273,0.0356,0.296,0.0279,0.071,-0.1296
02-09-2013,0.3499,0.0434,-0.0393,0.1189,-0.101,-0.128,0.1895,-0.1293,0.0835,0.0245
30-08-2013,-0.4942,-0.085,-0.1004,-0.116,0.1538,-0.1985,-0.4441,0.1948,-0.6873,0.5104
29-08-2013,-0.1173,0.1564,0.05,-0.0263,0.0299,-0.0937,0.0106,0.0062,0.0472,-0.2897
28-08-2013,-0.2873,-0.1599,-0.2652,-0.0818,-0.0886,-0.038,-0.5322,0.1109,-0.3672,0.3482
27-08-2013,0.0181,0.0239,-0.0418,-0.0672,-0.0955,-0.0245,-0.3843,0.0824,0.1934,-0.0686
26-08-2013,0.2768,-0.0066,0.0519,-0.0694,-0.1951,-0.0265,0.0353,0.1117,-0.2184,0.0896
23-08-2013,-0.0113,0.0542,-0.198,0.2076,-0.0266,-0.1133,0.1927,0.0045,0.2321,0.0612
22-08-2013,0.0557,0.1012,0.0153,0.049,-0.0162,-0.2233,0.3103,-0.0335,0.1774,-0.1165
21-08-2013,0.067,-0.1576,-0.0258,0.0323,-0.0696,0.0786,-0.2834,0.0042,-0.2397,-0.2254
20-08-2013,0.0045,0.1226,-0.0601,-0.0036,-0.1307,-0.0765,0.2511,-0.0852,0.1958,-0.3393
19-08-2013,0.2934,0.0355,-0.0034,0.0893,-0.0967,0.0249,0.2134,-0.0428,0.1875,-0.2019
16-08-2013,-0.1684,-0.0555,0.0634,-0.0219,0.1136,-0.1505,-0.0731,-0.0087,-0.5299,0.3142
15-08-2013,-0.339,0.0256,-0.0242,-0.0912,-0.0369,0.0497,-0.2415,-0.1642,0.1632,-0.0976
14-08-2013,-0.1064,0.0492,0.133,-0.1302,-0.0484,-0.082,0.0439,-0.0703,0.2716,-0.0801
13-08-2013,0.1126,0.1845,0.0809,0.0474,0.0995,-0.1127,-0.0702,0.0034,0.3462,-0.3244
12-08-2013,0.2154,-0.2542,0.1822,-0.063,0.1255,0.1326,-0.5314,0.0159,-0.4396,0.3157
09-08-2013,-0.0096,-0.2852,-0.031,-0.0059,0.0405,-0.0093,-0.0994,0.0406,-0.4228,0.1175
08-08-2013,0.1336,-0.0308,0.0602,0.082,-0.0817,-0.0777,0.1211,-0.1323,-0.0409,-0.1597
07-08-2013,-0.1871,-0.2347,-0.0628,0.0674,0.195,-0.013,-0.1805,0.1248,-0.4156,0.1655
06-08-2013,-0.0013,0.0609,0.0252,0.0039,0.0945,-0.0048,-0.1067,-0.0139,0.2687,0.0325
05-08-2013,0.3489,-0.0135,0.0987,0.0381,-0.1126,-0.1524,0.047,0.0284,0.1364,0.0232
02-08-2013,0.218,0.0436,0.0282,0.0886,0.023,-0.2827,-0.0324,-0.0715,0.1455,-0.0792
01-08-2013,0.619,0.1691,-0.0236,0.1502,-0.1224,-0.0827,0.3857,-0.1541,0.3866,-0.1621
31-07-2013,0.2298,0.0795,0.1236,-0.0343,-0.0018,-0.1613,0.2273,-0.0516,0.048,-0.1438
30-07-2013,0.0214,-0.1174,0.0766,-0.0397,0.0154,-0.0144,-0.3012,-0.0899,-0.3489,0.0858
29-07-2013,-0.5533,-0.0462,-0.0514,0.0698,-0.0239,0.1013,-0.0822,-0.1328,-0.2426,-0.1957
26-07-2013,-0.0443,-0.0562,0.1781,-0.1196,-0.0316,0.0354,0.0354,-0.0998,-0.0362,-0.1943
25-07-2013,-0.1821,-0.1795,-0.0769,-0.1605,0.2578,-0.1282,-0.3242,0.0186,-0.5406,0.4123
24-07-2013,0.1625,0.0253,-0.1244,-0.0358,-0.2357,0.0831,0.2661,-0.0659,0.027,-0.1874
23-07-2013,0.6646,0.0723,-0.0098,-0.0048,-0.0801,-0.0791,0.2549,-0.1272,0.0482,0.2059
22-07-2013,0.2593,0.0704,0.0245,0.0146,-0.2131,0.3072,0.0122,0.0312,0.26,-0.3505
19-07-2013,-0.3141,0.0392,-0.0783,-0.0567,-0.096,-0.3905,0.2643,-0.1192,-0.1857,0.1096
18-07-2013,-0.1223,0.0774,-0.0705,-0.0955,-0.1892,0.1766,0.0985,-0.0846,-0.0908,-0.394
17-07-2013,-0.2199,0.0139,0.1229,-0.0752,0.0431,-0.222,-0.1212,-0.1325,0.0917,-0.0678
16-07-2013,0.175,-0.0466,-0.052,-0.0116,-0.0263,-0.0138,-0.1687,0.1553,0.1388,-0.2061
15-07-2013,0.3513,0.1765,-0.1415,0.0628,-0.2345,0.0137,0.2955,0.0761,0.2014,-0.1676
12-07-2013,-0.2249,-0.0343,-0.1036,0.0273,-0.1493,-0.1757,0.3952,0.0258,0.2618,-0.3344
11-07-2013,0.7049,0.0052,0.2259,0,0.0285,-0.0277,-0.0713,-0.0821,-0.191,0.4376
10-07-2013,0.8243,-0.1393,0.0517,-0.0617,-0.07,0.078,-0.2065,0.0255,-0.1322,0.1304
09-07-2013,0.0461,0.206,-0.0293,0.0298,-0.1205,-0.0049,-0.0529,-0.0628,0.0758,-0.1796
08-07-2013,-0.5386,-0.0047,-0.0922,-0.0182,0.1419,-0.0919,0.339,-0.1481,-0.2339,0.3358
05-07-2013,0.0063,-0.2358,0.1656,-0.1006,0.2101,-0.0583,-0.4127,-0.1234,-0.2627,0.2309
04-07-2013,0.4564,-0.3812,0.1183,-0.18,0.1382,-0.1281,-0.3085,0.0264,-0.346,0.2292
03-07-2013,-0.1323,0.2031,-0.2536,0.0996,-0.1832,0.1417,0.1659,0.0774,0.2408,-0.0367
02-07-2013,0.2886,0.1627,-0.133,-0.0704,-0.168,-0.0849,0.4384,0.0917,0.4371,-0.2836
01-07-2013,0.2966,0.0795,-0.174,0.0671,-0.0988,-0.2574,0.5067,-0.0479,0.5839,-0.2505
28-06-2013,0.3258,-0.1774,0.1434,-0.0539,0.19,-0.054,0.2959,-0.1768,-0.652,0.4781
27-06-2013,-0.1586,0.1015,0.1487,-0.0203,0.1987,-0.1379,0.1452,-0.2141,-0.1696,0.3939
26-06-2013,0.3113,0.1028,-0.2325,0.2355,-0.1849,0.1028,0.6276,-0.0589,0.6712,-0.3717
25-06-2013,0.0266,0.2621,0.1026,0.1479,-0.2233,0.0699,0.3879,0.0126,0.493,-0.0603
24-06-2013,-0.9708,0.0167,-0.0028,0.0951,-0.189,-0.1622,0.1357,-0.003,-0.1616,0.1473
21-06-2013,0.0449,0.0475,0.0372,0.2024,0.0287,-0.2379,-0.0859,-0.0648,0.2886,0.0829
20-06-2013,-0.4647,-0.1824,0.0294,0.0842,0.0615,-0.1221,0.0137,-0.1464,-0.5293,-0.0627
19-06-2013,-0.0129,-0.0635,-0.0764,-0.0369,-0.0036,0.0031,-0.0286,-0.0771,0.1198,-0.0812
18-06-2013,0.044,-0.0611,-0.029,-0.019,0.0877,0.2956,-0.0196,-0.1485,-0.27,0.064
17-06-2013,0.0159,0.078,-0.2289,-0.0417,-0.0498,-0.1412,0.0605,0.0388,0.0962,-0.0847
14-06-2013,0.2262,0.0239,-0.1038,0.1125,-0.1304,0.0332,0.3648,0.0279,0.3419,-0.2673
13-06-2013,-0.3806,0.1034,-0.1411,0.1492,-0.1361,-0.0721,0.3938,0.0347,0.0333,-0.11
07-06-2013,-0.105,0.0334,-0.1235,0.0999,-0.0002,-0.3536,0.3401,-0.0961,0.0645,-0.0355
06-06-2013,-0.1263,-0.0978,-0.133,0.0214,-0.0233,-0.2612,0.0281,0.0122,-0.1319,0.2791
05-06-2013,0.1244,-0.0031,-0.0485,-0.0172,-0.0902,-0.1493,0.1527,0.0275,0.1403,-0.1011
04-06-2013,-0.2945,-0.0679,-0.0639,-0.0657,0.0666,0.0164,-0.1096,0.0241,-0.0917,0.1269
03-06-2013,-0.3303,0.037,0.0869,-0.0464,0.1508,0.2156,-0.3619,-0.0659,-0.2531,0.1049
31-05-2013,-0.2139,-0.0518,-0.0237,0.0799,-0.0827,-0.1196,0.0129,0.1499,-0.1671,-0.2681
30-05-2013,-0.0304,-0.0051,-0.0671,0.0509,-0.1547,0.0554,0.0941,0.0588,-0.1671,-0.216
29-05-2013,0.037,0.0545,0.0112,-0.0963,-0.0523,-0.0478,0.0064,0.0389,0.2395,-0.1123
28-05-2013,-0.139,-0.3359,0.1258,-0.1388,0.298,0.0202,-0.3769,0.006,-0.4036,0.4384
27-05-2013,0.1319,0.0893,-0.1465,-0.0289,-0.214,0.0616,0.1393,0.1678,0.1863,-0.1894
24-05-2013,0.3751,-0.0075,-0.1464,0.0969,-0.1171,-0.0102,0.0351,-0.0383,0.0535,-0.1507
23-05-2013,-0.1412,0.0552,-0.075,0.0418,-0.0456,-0.1175,0.2924,-0.0783,-0.0126,-0.217
22-05-2013,-0.2241,-0.1539,0.0515,-0.1102,0.2004,-0.0415,-0.3462,0.0309,-0.1172,0.2537
21-05-2013,0.137,0.1113,-0.049,-0.0111,-0.1812,0.0568,-0.01,0.046,0.2807,-0.2161
20-05-2013,0.402,-0.0142,-0.065,0.1544,-0.1792,0.0488,0.0507,0.0783,0.0187,-0.2934
17-05-2013,0.3234,-0.0753,0.1759,0.0682,-0.0079,-0.2362,-0.0211,0.0263,0.0833,0.1266
16-05-2013,0.2911,-0.0263,0.1274,-0.0682,0.1396,0.0076,0.1071,0.0156,0.0067,0.2084
15-05-2013,0.2441,0.0952,-0.0434,0.1867,-0.2164,0.017,0.1801,-0.0906,0.2072,-0.1224
14-05-2013,-0.2457,-0.0319,-0.2282,-0.0543,0.1261,-0.124,-0.081,0.1351,-0.0843,-0.0794
13-05-2013,0.0395,0.0329,-0.0144,0.0426,0.061,-0.012,0.0199,0.1502,0.0515,-0.2435
10-05-2013,-0.0169,-0.0703,0.0825,-0.0849,0.1002,-0.1787,-0.2317,0.0581,-0.0689,-0.0814
09-05-2013,0.0668,-0.1053,-0.1216,-0.0078,-0.228,0.0431,-0.0469,0.0661,-0.0291,-0.1043
08-05-2013,0.0776,0.0054,0.0043,0.1326,-0.0743,-0.0243,0.0991,-0.134,0.1505,-0.0838
07-05-2013,-0.0491,-0.0495,0.0264,0.0411,0.0001,0.1306,-0.2656,-0.0769,0.1862,-0.0022
06-05-2013,0.381,-0.1487,0.002,0.0123,-0.1751,0.0104,-0.1239,0.0219,0.0981,0.0534
03-05-2013,0.4271,0.1008,-0.076,0.085,-0.103,-0.0337,0.0923,0.0131,0.1437,-0.0102
02-05-2013,-0.0253,0.3487,-0.0485,0.1678,-0.1881,0.0358,0.6162,0.013,0.1598,-0.3219
26-04-2013,-0.1289,-0.0134,-0.0549,0.0315,0.0047,-0.1885,-0.1317,-0.0344,-0.2474,0.3282
25-04-2013,-0.1044,-0.1983,-0.0008,-0.0072,-0.0107,-0.3243,-0.1187,-0.0044,-0.4456,0.2078
24-04-2013,0.3697,0.0606,-0.0895,0.0379,-0.1672,0.1289,0.3956,-0.0074,0.0564,-0.0219
23-04-2013,-0.5222,-0.0554,-0.1377,0.063,-0.1219,-0.1451,0.0219,-0.0375,0.0145,-0.0125
22-04-2013,0.1384,0.0986,-0.2477,0.0515,-0.1193,0.0196,0.2634,0.0413,0.1229,-0.07
19-04-2013,0.4856,-0.0924,-0.1005,-0.027,0.0233,-0.0146,0.2117,0.0144,-0.0411,0.1648
18-04-2013,0.148,0.031,0.0131,-0.0492,-0.0251,-0.0263,0.3505,-0.0347,0.1213,-0.1583
17-04-2013,0.0638,0.02,-0.095,0.1099,-0.1316,-0.102,0.4056,-0.0155,0.3779,-0.0742
16-04-2013,0.3778,0.1382,0.1746,0.0563,0.0155,-0.0648,0.1617,-0.0509,0.1679,-0.0322
15-04-2013,-0.0985,0.0907,-0.045,0.0544,0.021,-0.0086,0.0786,0.0109,-0.0367,-0.0218
12-04-2013,-0.1288,-0.0888,-0.0308,0.0066,0.1185,-0.2036,0.0885,-0.0079,0.0771,0.0645
11-04-2013,0.0722,0.0524,0.0286,-0.0193,0.0659,-0.1123,0.2161,-0.0909,0.077,-0.0224
10-04-2013,-0.0149,0.0518,0.0365,0.0059,0.0464,-0.019,-0.2737,0.0442,0.0369,0.0779
09-04-2013,0.2698,-0.0633,0.0718,0.0727,-0.0429,-0.1129,-0.066,0.1351,0.1376,-0.0678
08-04-2013,-0.0142,0.0665,-0.1302,0.0794,-0.1264,0.0875,0.6301,0.0992,0.1309,-0.0428
